Numero_WB_Sistema1,Status_Longform_Concluido,Motivo_Longform_Nao_Concluido,Codigo_do_Evento,Data_e_Hora_do_Evento,Ultimo_Local_Evento,Ultima_Estacao_Evento,Numero_WB_Remessa,Gateway_Identificado,Estacao_Gateway
9084986689,Não,Not Started,DP,2025-06-18 08:51:54,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PU,2025-06-19 14:59:25,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,SI,2025-06-19 14:59:26,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,HN,2025-06-19 18:40:31,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,IA,2025-06-19 18:42:34,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RW,2025-06-19 18:53:30,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PL,2025-06-19 18:55:24,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PL,2025-06-19 18:55:35,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,DP,2025-06-19 19:02:41,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PL,2025-06-19 19:10:17,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RR,2025-06-19 19:10:29,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,DF,2025-06-19 19:10:58,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RR,2025-06-19 19:30:33,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RR,2025-06-19 19:46:13,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,AF,2025-06-19 20:13:15,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,CI,2025-06-19 20:27:26,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,UD,2025-06-19 20:30:10,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RW,2025-06-19 20:30:11,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,CR,2025-06-19 22:34:44,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RR,2025-06-19 22:34:44,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,RW,2025-06-20 14:33:23,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PL,2025-06-20 14:33:23,HUB,PVG,9084986689,,PVG
9084986689,Não,Not Started,PL,2025-06-20 14:39:16,HUB,PVG,9084986689,,PVG
9942099636,Não,Not Started,DP,2025-06-19 12:56:39,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PU,2025-06-19 16:46:54,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PU,2025-06-19 16:46:54,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PU,2025-06-19 16:46:54,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,SI,2025-06-19 16:46:55,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,SI,2025-06-19 16:46:55,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,SI,2025-06-19 16:46:55,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,CI,2025-06-19 17:30:50,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,CI,2025-06-19 17:30:54,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,CI,2025-06-19 17:31:01,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,IA,2025-06-19 17:32:47,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,RW,2025-06-19 17:37:04,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,RW,2025-06-19 17:37:48,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,RW,2025-06-19 17:38:24,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,CI,2025-06-19 18:32:52,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:10:01,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:10:04,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:10:05,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:49:52,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:49:52,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:49:52,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:56:49,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:56:49,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 19:56:49,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:05:01,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:05:01,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:05:01,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:16:29,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:16:29,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-19 20:16:29,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-19 20:16:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-19 20:16:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-19 20:16:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,ST,2025-06-20 00:16:28,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 04:45:32,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 04:45:32,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 04:45:32,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 05:21:14,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 05:21:14,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 05:21:14,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 09:43:02,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 09:43:15,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 09:45:27,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:03:17,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:03:17,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:03:17,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:04:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:04:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,PL,2025-06-20 10:04:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-20 10:40:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-20 10:40:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,DF,2025-06-20 10:40:58,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 12:23:00,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 12:23:00,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,AF,2025-06-20 12:23:00,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 12:24:00,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 12:24:00,GTW,AMD,9942099636,GTW,AMD
9942099636,Não,Not Started,UD,2025-06-20 12:24:00,GTW,AMD,9942099636,GTW,AMD
9936708369,Não,Not Started,DP,2025-06-17 01:47:16,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PU,2025-06-19 14:23:02,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,SI,2025-06-19 14:23:03,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,SI,2025-06-19 16:29:47,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,RW,2025-06-19 16:30:38,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PL,2025-06-19 16:32:40,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,IA,2025-06-19 16:32:48,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PL,2025-06-19 17:33:45,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,DF,2025-06-19 17:33:58,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,AF,2025-06-19 17:43:16,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PL,2025-06-19 18:26:29,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PL,2025-06-19 19:00:14,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,DF,2025-06-19 19:01:58,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,RR,2025-06-19 19:07:12,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,CU,2025-06-19 19:49:21,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,AF,2025-06-19 21:59:55,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,CR,2025-06-19 22:06:20,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,SI,2025-06-19 22:06:20,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,PL,2025-06-19 22:09:25,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,DF,2025-06-20 12:29:58,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,RR,2025-06-20 02:07:26,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,CU,2025-06-20 13:11:59,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 14:15:40,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 14:17:04,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 17:31:49,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 17:33:17,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 18:33:32,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,ES,2025-06-20 06:44:00,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,RR,2025-06-20 06:44:07,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,RR,2025-06-20 06:44:07,HUB,BKK,9936708369,,BKK
9936708369,Não,Not Started,CU,2025-06-20 22:57:32,HUB,BKK,9936708369,,BKK
9973949762,Não,Not Started,DP,2025-06-19 16:10:59,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RR,2025-06-19 16:15:19,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PU,2025-06-19 16:26:38,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,IA,2025-06-19 16:45:09,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RW,2025-06-19 16:49:32,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RR,2025-06-19 20:46:48,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RR,2025-06-19 20:51:41,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,CI,2025-06-20 03:41:06,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,ST,2025-06-20 03:41:08,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RW,2025-06-20 03:41:27,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,OH,2025-06-20 03:46:39,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,SI,2025-06-20 03:47:48,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RW,2025-06-20 03:51:43,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PL,2025-06-20 03:53:11,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PL,2025-06-20 03:54:21,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PL,2025-06-20 04:19:05,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,DF,2025-06-20 06:29:58,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,AF,2025-06-20 08:59:00,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,CI,2025-06-20 09:45:58,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,SI,2025-06-20 09:50:38,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PL,2025-06-20 09:55:43,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,PL,2025-06-20 09:55:43,GTW,MIA,9973949762,GTW,MIA
9973949762,Não,Not Started,RW,2025-06-20 09:55:44,GTW,MIA,9973949762,GTW,MIA
9283282899,Não,Not Started,DP,2025-06-18 20:11:24,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PU,2025-06-19 10:46:41,,SZX,9283282899,,SZX
9283282899,Não,Not Started,SI,2025-06-19 10:46:42,,SZX,9283282899,,SZX
9283282899,Não,Not Started,ST,2025-06-18 23:50:31,,SZX,9283282899,,SZX
9283282899,Não,Not Started,IA,2025-06-19 20:03:40,,SZX,9283282899,,SZX
9283282899,Não,Not Started,SI,2025-06-19 20:14:06,,SZX,9283282899,,SZX
9283282899,Não,Not Started,CI,2025-06-19 21:18:10,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RW,2025-06-19 21:18:11,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PL,2025-06-19 21:18:15,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PL,2025-06-19 21:19:52,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PL,2025-06-19 21:20:58,,SZX,9283282899,,SZX
9283282899,Não,Not Started,DF,2025-06-19 21:22:58,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RR,2025-06-19 21:23:05,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RR,2025-06-19 21:59:10,,SZX,9283282899,,SZX
9283282899,Não,Not Started,AF,2025-06-19 22:36:06,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PL,2025-06-19 23:20:23,,SZX,9283282899,,SZX
9283282899,Não,Not Started,PL,2025-06-20 02:07:20,,SZX,9283282899,,SZX
9283282899,Não,Not Started,SI,2025-06-20 03:07:14,,SZX,9283282899,,SZX
9283282899,Não,Not Started,DF,2025-06-20 03:13:58,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RR,2025-06-19 15:34:37,,SZX,9283282899,,SZX
9283282899,Não,Not Started,ES,2025-06-20 03:47:45,,SZX,9283282899,,SZX
9283282899,Não,Not Started,TD,2025-06-20 04:29:35,,SZX,9283282899,,SZX
9283282899,Não,Not Started,ES,2025-06-20 07:04:20,,SZX,9283282899,,SZX
9283282899,Não,Not Started,ES,2025-06-19 19:10:30,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RR,2025-06-19 19:11:33,,SZX,9283282899,,SZX
9283282899,Não,Not Started,RR,2025-06-19 19:11:33,,SZX,9283282899,,SZX
9283282899,Não,Not Started,CU,2025-06-20 12:27:59,,SZX,9283282899,,SZX
9296233886,Não,Not Started,DP,2025-06-18 22:05:17,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,PU,2025-06-19 17:29:21,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,SI,2025-06-19 17:29:22,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,RW,2025-06-19 18:51:08,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,IA,2025-06-19 19:04:43,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,PL,2025-06-19 19:21:12,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,PL,2025-06-19 19:33:44,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,DF,2025-06-19 19:33:58,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,RR,2025-06-19 19:34:02,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,RR,2025-06-19 20:22:40,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,CR,2025-06-19 20:22:42,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,AF,2025-06-19 20:38:49,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,CI,2025-06-19 21:06:44,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,RW,2025-06-19 21:09:28,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,PL,2025-06-19 21:09:28,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,PL,2025-06-19 21:35:22,HUB,PVG,9296233886,,PVG
9296233886,Não,Not Started,SM,2025-06-20 09:55:14,HUB,PVG,9296233886,,PVG
9296249300,Não,Not Started,DP,2025-06-18 16:17:55,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PU,2025-06-19 09:20:04,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,IA,2025-06-19 16:58:55,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,CI,2025-06-19 17:22:52,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,RW,2025-06-19 17:24:33,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,RR,2025-06-19 20:20:51,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,SI,2025-06-19 20:31:22,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PL,2025-06-19 20:32:50,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,RW,2025-06-19 20:32:53,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PL,2025-06-19 20:34:47,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,DF,2025-06-19 23:54:29,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,AF,2025-06-20 01:50:48,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,CI,2025-06-20 02:11:55,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,RW,2025-06-20 02:12:21,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PL,2025-06-20 02:15:36,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PL,2025-06-20 02:21:56,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,DF,2025-06-20 03:39:24,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,AF,2025-06-20 06:01:03,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,CI,2025-06-20 06:10:01,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,PL,2025-06-20 06:12:42,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,RW,2025-06-20 06:12:42,HUB,MAD,9296249300,,MAD
9296249300,Não,Not Started,OH,2025-06-20 11:29:14,HUB,MAD,9296249300,,MAD
9296289373,Não,Not Started,DP,2025-06-18 22:57:10,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PU,2025-06-19 15:08:04,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CI,2025-06-19 16:45:02,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,IA,2025-06-19 16:53:18,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RW,2025-06-19 16:58:57,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-19 17:00:09,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,DF,2025-06-19 17:52:58,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,AF,2025-06-19 19:25:15,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,SI,2025-06-19 19:38:19,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-19 19:44:10,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,DF,2025-06-19 20:42:58,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CU,2025-06-19 21:31:30,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RR,2025-06-19 10:03:47,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-19 22:23:50,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-19 22:31:02,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-20 00:03:07,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-20 01:12:54,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-20 01:14:24,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-19 13:47:42,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RR,2025-06-19 13:48:06,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RR,2025-06-19 13:48:06,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,TD,2025-06-20 02:53:07,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CU,2025-06-20 03:13:41,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,AF,2025-06-20 02:27:08,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CI,2025-06-20 02:36:09,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RW,2025-06-20 02:36:22,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-20 02:37:47,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CR,2025-06-20 02:49:25,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-20 02:49:25,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-20 04:10:43,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,DF,2025-06-20 04:46:58,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,AF,2025-06-20 07:10:00,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,ES,2025-06-20 19:25:14,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,CI,2025-06-20 07:43:15,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-20 07:44:49,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,PL,2025-06-20 07:44:49,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RW,2025-06-20 07:44:50,GTW,MIA,9296289373,GTW,MIA
9296289373,Não,Not Started,RR,2025-06-20 11:35:34,GTW,MIA,9296289373,GTW,MIA
9296299449,Não,Not Started,DP,2025-06-18 22:59:02,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PU,2025-06-19 14:54:48,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,IA,2025-06-19 19:29:15,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,IA,2025-06-19 19:29:43,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RW,2025-06-19 19:47:28,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-19 19:48:49,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-19 20:54:18,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,DF,2025-06-19 20:54:58,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,AF,2025-06-19 21:41:27,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-19 22:00:20,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-19 22:51:20,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-19 23:07:00,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,SI,2025-06-19 23:10:36,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,DF,2025-06-19 23:23:58,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CU,2025-06-20 00:22:17,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CU,2025-06-20 00:22:59,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,AF,2025-06-20 03:31:01,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CI,2025-06-20 04:58:50,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RW,2025-06-20 04:58:51,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RW,2025-06-20 04:58:54,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RW,2025-06-20 05:00:06,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RW,2025-06-20 05:00:08,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-20 05:02:28,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-20 05:08:14,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,PL,2025-06-20 06:07:58,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,DF,2025-06-20 08:48:58,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RR,2025-06-19 21:21:34,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 09:35:30,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 09:37:06,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 09:41:35,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CU,2025-06-20 10:37:59,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CU,2025-06-20 13:12:01,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 17:28:58,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 18:26:52,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 18:28:59,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 18:30:33,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,ES,2025-06-20 06:47:11,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RR,2025-06-20 06:47:35,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,RR,2025-06-20 06:47:35,HUB,SIN,9296299449,,SIN
9296299449,Não,Not Started,CU,2025-06-20 22:57:34,HUB,SIN,9296299449,,SIN
9296392043,Não,Not Started,DP,2025-06-18 23:23:22,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,PU,2025-06-19 14:51:43,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,PU,2025-06-19 14:51:43,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,SI,2025-06-19 14:51:44,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,SI,2025-06-19 14:51:44,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,RR,2025-06-19 15:53:02,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,RR,2025-06-19 16:13:21,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,HN,2025-06-19 17:55:21,GTW,CTU,9296392043,GTW,CTU
9296392043,Não,Not Started,HN,2025-06-19 17:55:21,GTW,CTU,9296392043,GTW,CTU
